DI3.6;DI;PA06A_REMOTO;PA06A;_REMOTO;";"
DI3.7;DI;PA06B_STATO_INT;PA06B;_STATO_INT;";"
DI4.0;DI;PA06B_STATO_SEZ;PA06B;_STATO_SEZ;";"
DI4.1;DI;PA06B_TERMICO;PA06B;_TERMICO;";"
DI4.2;DI;PA06B_ANOMALIA;PA06B;_ANOMALIA;";"
DI4.3;DI;PA06B_MARCIA_ARRESTO;PA06B;_MARCIA_ARRESTO;";"
DI4.4;DI;PA06B_LOCALE;PA06B;_LOCALE;";"
DI4.5;DI;PA06B_REMOTO;PA06B;_REMOTO;";"
DI4.6;DI;PA06C_STATO_INT;PA06C;_STATO_INT;";"
DI4.7;DI;PA06C_STATO_SEZ;PA06C;_STATO_SEZ;";"
DI5.0;DI;PA06C_TERMICO;PA06C;_TERMICO;";"
DI5.1;DI;PA06C_ANOMALIA;PA06C;_ANOMALIA;";"
DI5.2;DI;PA06C_MARCIA_ARRESTO;PA06C;_MARCIA_ARRESTO;";"
DI5.3;DI;PA06C_LOCALE;PA06C;_LOCALE;";"
DI5.4;DI;PA06C_REMOTO;PA06C;_REMOTO;";"
DI5.5;DI;PA07A_STATO_INT;PA07A;_STATO_INT;";"
DI5.6;DI;PA07A_STATO_SEZ;PA07A;_STATO_SEZ;";"
DI5.7;DI;PA07A_TERMICO;PA07A;_TERMICO;";"
DI6.0;DI;PA07A_ANOMALIA;PA07A;_ANOMALIA;";"
DI6.1;DI;PA07A_MARCIA_ARRESTO;PA07A;_MARCIA_ARRESTO;";"
DI6.2;DI;PA07A_LOCALE;PA07A;_LOCALE;";"
DI6.3;DI;PA07A_REMOTO;PA07A;_REMOTO;";"
DI6.4;DI;PA07R2_STATO_INT;PA07R2;_STATO_INT;";"
DI6.5;DI;PA07R2_STATO_SEZ;PA07R2;_STATO_SEZ;";"
DI6.6;DI;PA07R2_TERMICO;PA07R2;_TERMICO;";"
DI6.7;DI;PA07R2_ANOMALIA;PA07R2;_ANOMALIA;";"
DI7.0;DI;PA07R2_MARCIA_ARRESTO;PA07R2;_MARCIA_ARRESTO;";"
DI7.1;DI;PA07R2_LOCALE;PA07R2;_LOCALE;";"
DI7.2;DI;PA07R2_REMOTO;PA07R2;_REMOTO;";"
DI7.3;DI;PA07C_STATO_INT;PA07C;_STATO_INT;";"
DI7.4;DI;PA07C_STATO_SEZ;PA07C;_STATO_SEZ;";"
DI7.5;DI;PA07C_TERMICO;PA07C;_TERMICO;";"
DI7.6;DI;PA07C_ANOMALIA;PA07C;_ANOMALIA;";"
DI7.7;DI;PA07C_MARCIA_ARRESTO;PA07C;_MARCIA_ARRESTO;";"
DI8.0;DI;PA07C_LOCALE;PA07C;_LOCALE;";"
DI8.1;DI;PA07C_REMOTO;PA07C;_REMOTO;";"
DI8.2;DI;PA08A_STATO_INT;PA08A;_STATO_INT;";"
DI8.3;DI;PA08A_STATO_SEZ;PA08A;_STATO_SEZ;";"
DI8.4;DI;PA08A_FAULT;PA08A;_FAULT;";"
DI8.5;DI;PA08A_ANOMALIA;PA08A;_ANOMALIA;";"
DI8.6;DI;PA08A_CONSENSO_START;PA08A;_CONSENSO_START;";"
DI8.7;DI;PA08A_MARCIA_ARRESTO;PA08A;_MARCIA_ARRESTO;";"
DI9.0;DI;PA08A_LOCALE;PA08A;_LOCALE;";"
DI9.1;DI;PA08A_REMOTO;PA08A;_REMOTO;";"
DI9.2;DI;PA08A_EMERGENZA;PA08A;_EMERGENZA;";"
DI9.3;DI;MAA02/05RIS_STATO_INT;MAA02/05RIS;_STATO_INT;";"
DI9.4;DI;MAA02/05RIS_STATO_SEZ;MAA02/05RIS;_STATO_SEZ;";"
DI9.5;DI;MAA02/05RIS_TERMICO;MAA02/05RIS;_TERMICO;";"
DI9.6;DI;MAA02/05RIS_FAULT;MAA02/05RIS;_FAULT;";"
DI9.7;DI;MAA02/05RIS_MARCIA_CHIUSURA;MAA02/05RIS;_MARCIA_CHIUSURA;";"
DI10.0;DI;MAA02/05RIS_MARCIA_APERTURA;MAA02/05RIS;_MARCIA_APERTURA;";"
DI10.1;DI;MAA02/05RIS_REMOTO;MAA02/05RIS;_REMOTO;";"
DI10.2;DI;PA04A_MARCIA_ARRESTO;PA04A;_MARCIA_ARRESTO;";"
DI10.3;DI;PA04A_ANOMALIA;PA04A;_ANOMALIA;";"
DI10.4;DI;PA04B_MARCIA_ARRESTO;PA04B;_MARCIA_ARRESTO;";"
DI10.5;DI;PA04B_ANOMALIA;PA04B;_ANOMALIA;";"
DI10.6;DI;MSA01A_MARCIA_SALITA;MSA01A;_MARCIA_SALITA;";"
DI10.7;DI;MSA01A_MARCIA_DISCESA;MSA01A;_MARCIA_DISCESA;";"
DI11.0;DI;MSA01A_ANOMALIA;MSA01A;_ANOMALIA;";"
DI11.1;DI;MSA02A_MARCIA_SALITA;MSA02A;_MARCIA_SALITA;";"
DI11.2;DI;MSA02A_MARCIA_DISCESA;MSA02A;_MARCIA_DISCESA;";"
DI11.3;DI;MSA02A_ANOMALIA;MSA02A;_ANOMALIA;";"
DI11.4;DI;MSA03A_MARCIA_ARRESTO;MSA03A;_MARCIA_ARRESTO;";"
DI11.5;DI;MSA03A_ANOMALIA;MSA03A;_ANOMALIA;";"
DI11.6;DI;MEA01A_MARCIA_ARRESTO;MEA01A;_MARCIA_ARRESTO;";"
DI11.7;DI;MEA01A_ANOMALIA;MEA01A;_ANOMALIA;";"
DI0.0;DI;MEA04A_MARCIA_AVANTI;MEA04A;_MARCIA_AVANTI;";"
DI0.1;DI;MEA04A_MARCIA_INDIETRO;MEA04A;_MARCIA_INDIETRO;";"
DI0.2;DI;MEA04A_ANOMALIA;MEA04A;_ANOMALIA;";"
DI0.3;DI;MSA04D_MARCIA_SALITA;MSA04D;_MARCIA_SALITA;";"
DI0.4;DI;MSA04D_MARCIA_DISCESA;MSA04D;_MARCIA_DISCESA;";"
DI0.5;DI;MSA04D_ANOMALIA;MSA04D;_ANOMALIA;";"
DI0.6;DI;MSA04RIS_MARCIA_SALITA;MSA04RIS;_MARCIA_SALITA;";"
DI0.7;DI;MSA04RIS_MARCIA_DISCESA;MSA04RIS;_MARCIA_DISCESA;";"
DI1.0;DI;MSA04RIS_ANOMALIA;MSA04RIS;_ANOMALIA;";"
DI1.1;DI;MSA05A_MARCIA_ARRESTO;MSA05A;_MARCIA_ARRESTO;";"
DI1.2;DI;MSA05A_ANOMALIA;MSA05A;_ANOMALIA;";"
DI1.3;DI;VGA01A_APERTA;VGA01A;_APERTA;";"
DI1.4;DI;VGA01A_CHIUSA;VGA01A;_CHIUSA;";"
DI1.5;DI;VGA01A_ANOMALIA;VGA01A;_ANOMALIA;";"
DI1.6;DI;D50KF1_LIV_MIN;D50KF1;_LIV_MIN;";"
DI1.7;DI;D50KF2_LIV_MED;D50KF2;_LIV_MED;";"
DI2.0;DI;D50KF3_LIV_ALTO;D50KF3;_LIV_ALTO;";"
DI2.1;DI;D51KF1_LIV_MIN;D51KF1;_LIV_MIN;";"
DI2.2;DI;D51KF2_LIV_MED;D51KF2;_LIV_MED;";"
DI2.3;DI;D51KF3_LIV_ALTO;D51KF3;_LIV_ALTO;";"
DI2.4;DI;D53KF1_LIV_MIN;D53KF1;_LIV_MIN;";"
DI2.5;DI;D53KF2_LIV_MED;D53KF2;_LIV_MED;";"
DI2.6;DI;D53KF3_LIV_ALTO;D53KF3;_LIV_ALTO;";"
DI2.7;DI;D54KF1_LIV_MIN;D54KF1;_LIV_MIN;";"
DI3.0;DI;D54KF2_LIV_MED;D54KF2;_LIV_MED;";"
DI3.1;DI;D54KF3_LIV_ALTO;D54KF3;_LIV_ALTO;";"
DI3.2;DI;D55KF1_LIV_MIN;D55KF1;_LIV_MIN;";"
DI3.3;DI;D55KF2_LIV_MED;D55KF2;_LIV_MED;";"
DI3.4;DI;D55KF3_LIV_ALTO;D55KF3;_LIV_ALTO;";"
DI3.5;DI;D56KF1_LIV_MIN;D56KF1;_LIV_MIN;";"
DI3.6;DI;D56KF2_LIV_MED;D56KF2;_LIV_MED;";"
DI3.7;DI;D56KF3_LIV_ALTO;D56KF3;_LIV_ALTO;";"
DI4.0;DI;D57KF1_LIV_MIN;D57KF1;_LIV_MIN;";"
DI4.1;DI;D57KF2_LIV_MED;D57KF2;_LIV_MED;";"
DI4.2;DI;D57KF3_LIV_ALTO;D57KF3;_LIV_ALTO;";"
DQ0.0;DQ;MAA01A_STOP;MAA01A;_STOP;";"
DQ0.1;DQ;MAA01A_APERTURA;MAA01A;_APERTURA;";"
DQ0.2;DQ;MAA01A_CHIUSURA;MAA01A;_CHIUSURA;";"
DQ0.3;DQ;RISERVA_1_CMD_REMOTO;RISERVA_1;_CMD_REMOTO;";"
DQ0.4;DQ;PA03A_CMD_REMOTO;PA03A;_CMD_REMOTO;";"
DQ0.5;DQ;_RISERVA;_RISERVA;_RISERVA;";"
DQ0.6;DQ;_RISERVA;_RISERVA;_RISERVA;";"
DQ0.7;DQ;MAA02A_STOP;MAA02A;_STOP;";"
DQ1.0;DQ;MAA02A_APERTURA;MAA02A;_APERTURA;";"
DQ1.1;DQ;MAA02A_CHIUSURA;MAA02A;_CHIUSURA;";"
DQ1.2;DQ;MAA02E_STOP;MAA02E;_STOP;";"
DQ1.3;DQ;MAA02E_APERTURA;MAA02E;_APERTURA;";"
DQ1.4;DQ;MAA02E_CHIUSURA;MAA02E;_CHIUSURA;";"
DQ1.5;DQ;PA05A_CMD_REMOTO;PA05A;_CMD_REMOTO;";"
DQ1.6;DQ;MAA05A_STOP;MAA05A;_STOP;";"
DQ1.7;DQ;MAA05A_APERTURA;MAA05A;_APERTURA;";"
DQ2.0;DQ;MAA05A_CHIUSURA;MAA05A;_CHIUSURA;";"
DQ2.1;DQ;MAA05D_STOP;MAA05D;_STOP;";"
DQ2.2;DQ;MAA05D_APERTURA;MAA05D;_APERTURA;";"
DQ2.3;DQ;MAA05D_CHIUSURA;MAA05D;_CHIUSURA;";"
DQ2.4;DQ;MAA05G_STOP;MAA05G;_STOP;";"
DQ2.5;DQ;MAA05G_APERTURA;MAA05G;_APERTURA;";"
DQ2.6;DQ;MAA05G_CHIUSURA;MAA05G;_CHIUSURA;";"
DQ2.7;DQ;MAA03A_STOP;MAA03A;_STOP;";"
DQ3.0;DQ;MAA03A_APERTURA;MAA03A;_APERTURA;";"
DQ3.1;DQ;MAA03A_CHIUSURA;MAA03A;_CHIUSURA;";"
DQ3.2;DQ;MAA03D_STOP;MAA03D;_STOP;";"
DQ3.3;DQ;MAA03D_APERTURA;MAA03D;_APERTURA;";"
DQ3.4;DQ;MAA03D_CHIUSURA;MAA03D;_CHIUSURA;";"
DQ3.5;DQ;PF02A_CMD_REMOTO;PF02A;_CMD_REMOTO;";"
DQ3.6;DQ;PF02RIS_CMD_REMOTO;PF02RIS;_CMD_REMOTO;";"
DQ3.7;DQ;PA06A_CMD_REMOTO;PA06A;_CMD_REMOTO;";"
DQ4.0;DQ;PA06B_CMD_REMOTO;PA06B;_CMD_REMOTO;";"
DQ4.1;DQ;PA06C_CMD_REMOTO;PA06C;_CMD_REMOTO;";"
DQ4.2;DQ;PA07A_CMD_REMOTO;PA07A;_CMD_REMOTO;";"
DQ4.3;DQ;PA07R2_CMD_REMOTO;PA07R2;_CMD_REMOTO;";"
DQ4.4;DQ;PA07C_CMD_REMOTO;PA07C;_CMD_REMOTO;";"
DQ4.5;DQ;PA08A_CMD_REMOTO;PA08A;_CMD_REMOTO;";"
DQ4.6;DQ;D44ARS_EMERGENZA;D44ARS;_EMERGENZA;";"
DQ4.7;DQ;MAA02/03/05RIS_STOP;MAA02/03/05RIS;_STOP;";"
DQ5.0;DQ;MAA02/03/05RIS_APERTURA;MAA02/03/05RIS;_APERTURA;";"
DQ5.1;DQ;MAA02/03/05RIS_CHIUSURA;MAA02/03/05RIS;_CHIUSURA;";"
AIW0;AI;MAA01A_POSIZIONE;MAA01A;_POSIZIONE;";"
AIW2;AI;MAA01A_TORQUE;MAA01A;_TORQUE;";"
AIW4;AI;MAA02A_POSIZIONE;MAA02A;_POSIZIONE;";"
AIW6;AI;MAA02A_TORQUE;MAA02A;_TORQUE;";"
AIW8;AI;MAA02E_POSIZIONE;MAA02E;_POSIZIONE;";"
AIW10;AI;MAA02E_TORQUE;MAA02E;_TORQUE;";"
AIW12;AI;MAA05A_POSIZIONE;MAA05A;_POSIZIONE;";"
AIW14;AI;MAA05A_TORQUE;MAA05A;_TORQUE;";"
AIW16;AI;MAA05D_POSIZIONE;MAA05D;_POSIZIONE;";"
AIW18;AI;MAA05D_TORQUE;MAA05D;_TORQUE;";"
AIW20;AI;MAA05G_POSIZIONE;MAA05G;_POSIZIONE;";"
AIW22;AI;MAA05G_TORQUE;MAA05G;_TORQUE;";"
AIW24;AI;MAA03A_POSIZIONE;MAA03A;_POSIZIONE;";"
AIW26;AI;MAA03A_TORQUE;MAA03A;_TORQUE;";"
AIW28;AI;MAA03D_POSIZIONE;MAA03D;_POSIZIONE;";"
AIW30;AI;MAA03D_TORQUE;MAA03D;_TORQUE;";"
AIW32;AI;MAA02/03/05RIS_POSIZIONE;MAA02/03/05RIS;_POSIZIONE;";"
AIW34;AI;MAA02/03/05RIS_TORQUE;MAA02/03/05RIS;_TORQUE;";"
AIW36;AI;RISERVA;RISERVA;RISERVA;";"
AIW38;AI;RISERVA;RISERVA;RISERVA;";"
AIW40;AI;RISERVA;RISERVA;RISERVA;";"
AIW42;AI;RISERVA;RISERVA;RISERVA;";"
AIW44;AI;RISERVA;RISERVA;RISERVA;";"
AIW46;AI;RISERVA;RISERVA;RISERVA;";"
DI0.0;DI;MCC3.2.0_STATO;MCC3.2.0;_STATO;";"
DI0.1;DI;MSA01B_STATO;MSA01B;_STATO;";"
DI0.2;DI;MSA01B_TERMICO;MSA01B;_TERMICO;";"
DI0.3;DI;MCA01A_STATO;MCA01A;_STATO;";"
DI0.4;DI;MCA01A_TERMICO;MCA01A;_TERMICO;";"
DI0.5;DI;MCA02A_STATO;MCA02A;_STATO;";"
DI0.6;DI;MCA02A_TERMICO;MCA02A;_TERMICO;";"
DI0.7;DI;MCA01B_STATO;MCA01B;_STATO;";"
DI1.0;DI;MCA01B_TERMICO;MCA01B;_TERMICO;";"
DI1.1;DI;MSA02B_STATO;MSA02B;_STATO;";"
DI1.2;DI;MSA02B_TERMICO;MSA02B;_TERMICO;";"
DI1.3;DI;CLSA01_STATO;CLSA01;_STATO;";"
DI1.4;DI;CLSA02_TERMICO;CLSA02;_TERMICO;";"
DI1.5;DI;MSA01/MSA02RIS_STATO;MSA01/MSA02RIS;_STATO;";"
DI1.6;DI;MSA01/MSA02RIS_TERMICO;MSA01/MSA02RIS;_TERMICO;";"
DI1.7;DI;MSA04B_STATO;MSA04B;_STATO;";"
DI2.0;DI;MSA04B_TERMICO;MSA04B;_TERMICO;";"
DI2.1;DI;MSA04E_STATO;MSA04E;_STATO;";"
DI2.2;DI;MSA04E_TERMICO;MSA04E;_TERMICO;";"
DI2.3;DI;MSA04RIS_STATO;MSA04RIS;_STATO;";"
DI2.4;DI;MSA04RIS_TERMICO;MSA04RIS;_TERMICO;";"
DI2.5;DI;MSA05B_STATO;MSA05B;_STATO;";"
DI2.6;DI;MSA05B_TERMICO;MSA05B;_TERMICO;";"
DI2.7;DI;VGE01E_STATO;VGE01E;_STATO;";"
DI3.0;DI;VGE01E_TERMICO;VGE01E;_TERMICO;";"
DI3.1;DI;RISERVA;RISERVA;RISERVA;";"
DI3.2;DI;RISERVA;RISERVA;RISERVA;";"
DI3.3;DI;PRESENZA_TENSIONE_C8KF1_STATO;PRESENZA_TENSIONE_C8KF1;_STATO;";"
DI3.4;DI;C10TM1_TEMP_BASSA;C10TM1;_TEMP_BASSA;";"
DI3.5;DI;TM2_TEMP_ALTA;TM2;_TEMP_ALTA;";"
DI3.6;DI;PA03B_STATO_INT;PA03B;_STATO_INT;";"
DI3.7;DI;PA03B_STATO_SEZ;PA03B;_STATO_SEZ;";"
DI4.0;DI;PA03B_FAULT;PA03B;_FAULT;";"
DI4.1;DI;PA03B_ANOMALIA;PA03B;_ANOMALIA;";"
DI4.2;DI;PA03B_CONSENSO_START;PA03B;_CONSENSO_START;";"
DI4.3;DI;PA03B_MARCIA_ARRESTO;PA03B;_MARCIA_ARRESTO;";"
DI4.4;DI;PA03B_LOCALE;PA03B;_LOCALE;";"
DI4.5;DI;PA03B_REMOTO;PA03B;_REMOTO;";"
DI4.6;DI;MAA06A_STATO_INT;MAA06A;_STATO_INT;";"
DI4.7;DI;MAA06A_STATO_SEZ;MAA06A;_STATO_SEZ;";"
DI5.0;DI;MAA06A_TERMICO;MAA06A;_TERMICO;";"
DI5.1;DI;MAA06A_FAULT;MAA06A;_FAULT;";"
DI5.2;DI;MAA06A_MARCIA_CHIUSURA;MAA06A;_MARCIA_CHIUSURA;";"
DI5.3;DI;MAA06A_MARCIA_APERTURA;MAA06A;_MARCIA_APERTURA;";"
DI5.4;DI;MAA06A_REMOTO;MAA06A;_REMOTO;";"
DI5.5;DI;MAA02B_STATO_INT;MAA02B;_STATO_INT;";"
DI5.6;DI;MAA02B_STATO_SEZ;MAA02B;_STATO_SEZ;";"
DI5.7;DI;MAA02B_TERMICO;MAA02B;_TERMICO;";"
DI6.0;DI;MAA02B_FAULT;MAA02B;_FAULT;";"
DI6.1;DI;MAA02B_MARCIA_CHIUSURA;MAA02B;_MARCIA_CHIUSURA;";"
DI6.2;DI;MAA02B_MARCIA_APERTURA;MAA02B;_MARCIA_APERTURA;";"
DI6.3;DI;MAA02B_REMOTO;MAA02B;_REMOTO;";"
DI6.4;DI;MAA02F_STATO_INT;MAA02F;_STATO_INT;";"
